RA;Ano_avaliacao;Nome_aluno;Idade;Fase;Turma;Instituicao_ensino;INDE;Pedra_atual;Pedra 20;Pedra 21;IDA;IEG;IAA;IPS;IPV;IAN;Nota_mat;Nota_port;Nota_ing;Atingiu PV;Defasagem;Fase ideal;IPP;Atingiu_PV_calculado;Delta_INDE;Delta_IDA;Delta_IEG;Delta_IAA;Delta_IPS;Delta_IPP;Delta_IPV;Delta_IAN;Evolucao_INDE;Evolucao_IDA;Evolucao_IEG;Evolucao_IAA;Evolucao_IPS;Evolucao_IPP;Evolucao_IPV;Evolucao_IAN;Persona_aluno
RA-1029;2023;Aluno-1029;9;Fase 1;1C;Escola Pública;7.058533333;Ametista;Pré-ingresso;Pré-ingresso;5.4;6.3;10.0;3.77;8.006666667;10.0;3.5;7.2;;Não avaliado;0;Fase 1 (3° e 4° ano);7.5;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Esforçados em risco emocional
RA-1029;2024;Aluno-1029;10;Fase 1;1C;Escola Pública;7.797790909100001;Ametista;Pré-ingresso;Pré-ingresso;8.75;8.7954545455;9.002;6.885;7.25;5.0;8.0;9.5;;Não avaliado;-1;Fase 2 (5° e 6° ano);7.5;Não;0.7392575761000009;3.3499999999999996;2.4954545455000003;-0.9979999999999993;3.1149999999999998;0.0;-0.7566666669999993;-5.0;Avanço;Avanço;Avanço;Recuo;Avanço;Neutra;Recuo;Recuo;Alto desempenho (estrelas resilientes)
RA-103;2022;Aluno-103;13;Fase 4;A;Rede Decisão;8.107;Topázio;Ágata;Ametista;7.3;8.7;7.9;7.5;7.708;10.0;7.3;7.3;7.3;Não;1;Fase 3 (7º e 8º ano);;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alto desempenho (estrelas resilientes)
RA-103;2023;Aluno-103;14;Fase 5;5A;Privada - Programa de Apadrinhamento;8.0239;Topázio;Ágata;Ametista;7.1;9.2;8.3;5.0;8.09;10.0;7.3;6.3;7.7;Não avaliado;1;Fase 4 (9° ano);8.125;Não;-0.08309999999999995;-0.20000000000000018;0.5;0.40000000000000036;-2.5;;0.3819999999999997;0.0;Recuo;Recuo;Avanço;Avanço;Recuo;Sem dados;Avanço;Neutra;Esforçados em risco emocional
RA-103;2024;Aluno-103;15;Fase 5;5A;Privada - Programa de Apadrinhamento;8.775268254;Topázio;Ágata;Ametista;9.166666666666666;9.603174603333335;8.334;6.26;8.872;10.0;9.0;9.0;9.5;Não avaliado;0;Fase 5 (1° EM);7.875;Sim;0.7513682540000008;2.0666666666666664;0.4031746033333352;0.03399999999999892;1.2599999999999998;-0.25;0.782;0.0;Avanço;Avanço;Avanço;Avanço;Avanço;Recuo;Avanço;Neutra;Alto desempenho (estrelas resilientes)
RA-1030;2023;Aluno-1030;11;Fase 1;1C;Escola Pública;7.4027;Ametista;Pré-ingresso;Pré-ingresso;6.9;9.7;8.5;3.77;8.39;5.0;6.2;7.5;;Não avaliado;-1;Fase 2 (5° e 6° ano);6.875;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Esforçados em risco emocional
RA-1030;2024;Aluno-1030;12;Fase 2;2D;Escola Pública;7.7401916040000005;Ametista;Pré-ingresso;Pré-ingresso;8.0;8.28320802;7.418;4.385;7.61;10.0;10.0;6.0;;Não avaliado;0;Fase 2 (5° e 6° ano);7.8125;Não;0.3374916040000002;1.0999999999999996;-1.4167919799999993;-1.0819999999999999;0.6149999999999998;0.9375;-0.7800000000000002;5.0;Avanço;Avanço;Recuo;Recuo;Avanço;Avanço;Recuo;Avanço;Esforçados em risco emocional
RA-1031;2023;Aluno-1031;10;Fase 1;1D;Escola Pública;7.0602;Ametista;Pré-ingresso;Pré-ingresso;5.9;8.8;8.0;7.52;7.006666667;5.0;4.8;7.0;;Não avaliado;-1;Fase 2 (5° e 6° ano);6.666666667;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alto desempenho (estrelas resilientes)
RA-1031;2024;Aluno-1031;11;Fase 1;1C;Escola Pública;6.8757227273;Ágata;Pré-ingresso;Pré-ingresso;6.25;8.6363636365;9.502;7.51;5.83;5.0;5.5;7.0;;Não avaliado;-1;Fase 2 (5° e 6° ano);5.3125;Não;-0.1844772726999997;0.34999999999999964;-0.16363636350000021;1.5020000000000007;-0.009999999999999787;-1.3541666670000003;-1.176666667;0.0;Recuo;Avanço;Recuo;Avanço;Recuo;Recuo;Recuo;Neutra;Alto desempenho (estrelas resilientes)
RA-1032;2023;Aluno-1032;10;Fase 1;1D;Escola Pública;7.434033333;Ametista;Pré-ingresso;Pré-ingresso;6.0;9.5;8.5;7.52;7.563333333;5.0;5.7;6.2;;Não avaliado;-1;Fase 2 (5° e 6° ano);7.291666667;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alto desempenho (estrelas resilientes)
RA-1032;2024;Aluno-1032;11;Fase 1;1C;Escola Pública;8.01645;Topázio;Pré-ingresso;Pré-ingresso;8.0;9.75;8.502;7.51;7.92;5.0;9.0;7.0;;Não avaliado;-1;Fase 2 (5° e 6° ano);7.8125;Não;0.5824166670000004;2.0;0.25;0.002000000000000668;-0.009999999999999787;0.5208333329999997;0.3566666669999998;0.0;Avanço;Avanço;Avanço;Avanço;Recuo;Avanço;Avanço;Neutra;Alto desempenho (estrelas resilientes)
RA-1033;2023;Aluno-1033;11;Fase 1;1D;Escola Pública;8.126033333;Topázio;Pré-ingresso;Pré-ingresso;7.9;8.9;9.0;7.52;9.006666667;5.0;7.0;8.8;;Não avaliado;-1;Fase 2 (5° e 6° ano);8.125;Sim;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alto desempenho (estrelas resilientes)
RA-1034;2023;Aluno-1034;10;Fase 1;1D;Escola Pública;7.9642;Ametista;Pré-ingresso;Pré-ingresso;8.3;9.0;7.5;7.52;8.393333333;5.0;7.8;8.7;;Não avaliado;-1;Fase 2 (5° e 6° ano);8.333333333;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alto desempenho (estrelas resilientes)
RA-1034;2024;Aluno-1034;11;Fase 2;2B;Escola Pública;8.0333666666;Topázio;Pré-ingresso;Pré-ingresso;7.5;8.0833333335;7.502;7.51;8.223333333;10.0;7.5;7.5;;Não avaliado;0;Fase 2 (5° e 6° ano);7.708333333;Não;0.06916666659999926;-0.8000000000000007;-0.9166666664999994;0.0019999999999997797;-0.009999999999999787;-0.6250000000000009;-0.16999999999999993;5.0;Avanço;Recuo;Recuo;Avanço;Recuo;Recuo;Recuo;Avanço;Alto desempenho (estrelas resilientes)
RA-1035;2023;Aluno-1035;9;Fase 1;1D;Escola Pública;6.888833333;Ágata;Pré-ingresso;Pré-ingresso;5.8;8.3;0.0;7.52;7.78;10.0;4.0;7.5;;Não avaliado;0;Fase 1 (3° e 4° ano);7.708333333;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Crise de autopercepção (invisíveis)
RA-1035;2024;Aluno-1035;10;Fase 1;1C;Escola Pública;7.833495454500001;Ametista;Pré-ingresso;Pré-ingresso;7.0;9.0227272725;9.502;7.51;7.92;5.0;6.5;7.5;;Não avaliado;-1;Fase 2 (5° e 6° ano);8.4375;Não;0.9446621215000013;1.2000000000000002;0.7227272724999985;9.502;-0.009999999999999787;0.7291666670000003;0.13999999999999968;-5.0;Avanço;Avanço;Avanço;Avanço;Recuo;Avanço;Avanço;Recuo;Alto desempenho (estrelas resilientes)
RA-1036;2023;Aluno-1036;11;Fase 1;1F;Escola Pública;6.970583333;Ágata;Pré-ingresso;Pré-ingresso;8.0;9.6;0.0;3.77;8.336666667;5.0;9.0;7.0;;Não avaliado;-1;Fase 2 (5° e 6° ano);9.0625;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Crise de autopercepção (invisíveis)
RA-1036;2024;Aluno-1036;12;Fase 2;2H;Escola Pública;8.2841303831;Topázio;Pré-ingresso;Pré-ingresso;7.0;9.0890269155;10.002;7.51;7.7475;10.0;7.0;7.0;;Não avaliado;0;Fase 2 (5° e 6° ano);7.65625;Não;1.3135470501000004;-1.0;-0.5109730844999998;10.002;3.7399999999999998;-1.40625;-0.5891666669999998;5.0;Avanço;Recuo;Recuo;Avanço;Avanço;Recuo;Recuo;Avanço;Alto desempenho (estrelas resilientes)
RA-1037;2023;Aluno-1037;10;Fase 1;1F;Escola Pública;7.655575;Ametista;Pré-ingresso;Pré-ingresso;6.7;8.4;9.0;7.52;8.17;5.0;5.0;8.3;;Não avaliado;-1;Fase 2 (5° e 6° ano);8.59375;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alto desempenho (estrelas resilientes)
RA-1038;2023;Aluno-1038;10;Fase 1;1F;Escola Privada;7.736825;Ametista;Pré-ingresso;Pré-ingresso;6.5;9.3;8.0;7.52;8.17;5.0;7.5;5.5;;Não avaliado;-1;Fase 2 (5° e 6° ano);8.90625;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alto desempenho (estrelas resilientes)
RA-1038;2024;Aluno-1038;11;Fase 2;2I;Escola Pública;7.9646385965;Ametista;Pré-ingresso;Pré-ingresso;8.5;7.5438596495;8.002;7.51;7.273333333;10.0;10.0;7.0;;Não avaliado;0;Fase 2 (5° e 6° ano);7.5;Não;0.22781359650000077;2.0;-1.7561403505000008;0.002000000000000668;-0.009999999999999787;-1.40625;-0.8966666669999999;5.0;Avanço;Avanço;Recuo;Avanço;Recuo;Recuo;Recuo;Avanço;Alto desempenho (estrelas resilientes)
RA-1039;2023;Aluno-1039;12;Fase 1;1F;Escola Pública;7.686033333;Ametista;Pré-ingresso;Pré-ingresso;6.2;9.9;8.0;7.52;8.056666667;5.0;6.0;6.3;;Não avaliado;-2;Fase 3 (7° e 8° ano);8.125;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alto desempenho (estrelas resilientes)
RA-1039;2024;Aluno-1039;13;Fase 2;2I;Escola Pública;7.549644444400001;Ametista;Pré-ingresso;Pré-ingresso;7.25;9.722222222;8.002;7.51;6.77;5.0;8.0;6.5;;Não avaliado;-1;Fase 3 (7° e 8° ano);7.5;Não;-0.1363888885999991;1.0499999999999998;-0.17777777800000116;0.002000000000000668;-0.009999999999999787;-0.625;-1.2866666670000004;0.0;Recuo;Avanço;Recuo;Avanço;Recuo;Recuo;Recuo;Neutra;Alto desempenho (estrelas resilientes)
RA-104;2022;Aluno-104;18;Fase 4;A;Escola Pública;6.315;Ágata;Pré-ingresso;Pré-ingresso;3.7;8.7;7.9;7.5;6.708;2.5;4.8;5.8;0.3;Não;-4;Fase 8 (Universitários);;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alerta acadêmico (desfocados)
RA-104;2023;Aluno-104;19;Fase 5;5F;Escola Pública;4.25;Quartzo;Pré-ingresso;Pré-ingresso;2.6;7.7;0.0;2.52;5.6275;2.5;3.7;1.8;2.3;Não avaliado;-3;Fase 8 (Universitários);5.625;Não;-2.0650000000000004;-1.1;-0.9999999999999991;-7.9;-4.98;;-1.0804999999999998;0.0;Recuo;Recuo;Recuo;Recuo;Recuo;Sem dados;Recuo;Neutra;Crise de autopercepção (invisíveis)
RA-1040;2023;Aluno-1040;11;Fase 1;1F;Escola Pública;7.81545;Ametista;Pré-ingresso;Pré-ingresso;6.6;9.3;10.0;7.52;8.06;5.0;5.8;7.3;;Não avaliado;-1;Fase 2 (5° e 6° ano);7.8125;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alto desempenho (estrelas resilientes)
RA-1040;2024;Aluno-1040;12;Fase 2;2I;Escola Pública;7.764199999900001;Ametista;Pré-ingresso;Pré-ingresso;8.25;8.5416666665;9.502;7.51;7.273333333;5.0;8.0;8.5;;Não avaliado;-1;Fase 3 (7° e 8° ano);7.5;Não;-0.05125000009999958;1.6500000000000004;-0.7583333335000013;-0.49799999999999933;-0.009999999999999787;-0.3125;-0.7866666670000004;0.0;Recuo;Avanço;Recuo;Recuo;Recuo;Recuo;Recuo;Neutra;Alto desempenho (estrelas resilientes)
RA-1041;2023;Aluno-1041;10;Fase 1;1F;Escola Pública;6.724116667;Ágata;Pré-ingresso;Pré-ingresso;3.3;7.2;10.0;7.52;8.003333333;5.0;1.8;4.7;;Não avaliado;-1;Fase 2 (5° e 6° ano);7.8125;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alerta acadêmico (desfocados)
RA-1042;2023;Aluno-1042;10;Fase 1;1G;Escola Pública;5.331166667;Quartzo;Pré-ingresso;Pré-ingresso;4.3;6.5;0.0;3.77;7.666666667;5.0;4.0;4.5;;Não avaliado;-1;Fase 2 (5° e 6° ano);7.708333333;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Crise de autopercepção (invisíveis)
RA-1043;2023;Aluno-1043;10;Fase 1;1G;Escola Pública;6.5447;Ágata;Pré-ingresso;Pré-ingresso;2.5;7.9;10.0;6.27;7.833333333;5.0;2.0;3.0;;Não avaliado;-1;Fase 2 (5° e 6° ano);7.708333333;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alerta acadêmico (desfocados)
RA-1043;2024;Aluno-1043;11;Fase 1;1H;Escola Pública;7.539847562500002;Ametista;Pré-ingresso;Pré-ingresso;8.25;7.994071146;10.002;7.51;6.553333333;5.0;8.5;8.0;;Não avaliado;-1;Fase 2 (5° e 6° ano);7.291666667;Não;0.9951475625000024;5.75;0.09407114599999922;0.002000000000000668;1.2400000000000002;-0.41666666599999935;-1.2799999999999994;0.0;Avanço;Avanço;Avanço;Avanço;Avanço;Recuo;Recuo;Neutra;Alto desempenho (estrelas resilientes)
RA-1044;2023;Aluno-1044;10;Fase 1;1G;Escola Pública;7.629533333;Ametista;Pré-ingresso;Pré-ingresso;6.1;9.7;8.0;7.52;8.336666667;5.0;4.5;7.7;;Não avaliado;-1;Fase 2 (5° e 6° ano);7.5;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alto desempenho (estrelas resilientes)
RA-1044;2024;Aluno-1044;11;Fase 2;2G;Escola Pública;7.966711904800001;Ametista;Pré-ingresso;Pré-ingresso;7.0;9.523809524;7.502;7.51;7.21;10.0;7.0;7.0;;Não avaliado;0;Fase 2 (5° e 6° ano);7.1875;Não;0.3371785718000009;0.9000000000000004;-0.1761904759999986;-0.4980000000000002;-0.009999999999999787;-0.3125;-1.1266666669999994;5.0;Avanço;Avanço;Recuo;Recuo;Recuo;Recuo;Recuo;Avanço;Alto desempenho (estrelas resilientes)
RA-1045;2023;Aluno-1045;11;Fase 1;1H;Escola Pública;8.089033333;Topázio;Pré-ingresso;Pré-ingresso;7.9;9.4;9.5;7.52;8.28;5.0;6.8;9.0;;Não avaliado;-1;Fase 2 (5° e 6° ano);7.708333333;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alto desempenho (estrelas resilientes)
RA-1046;2023;Aluno-1046;9;Fase 1;1H;Escola Pública;6.835833333;Ágata;Pré-ingresso;Pré-ingresso;6.3;8.5;0.0;3.77;8.223333333;10.0;6.3;6.3;;Não avaliado;0;Fase 1 (3° e 4° ano);8.541666667;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Crise de autopercepção (invisíveis)
RA-1047;2023;Aluno-1047;9;Fase 1;1H;Escola Pública;7.848366667;Ametista;Pré-ingresso;Pré-ingresso;6.9;8.5;10.0;3.77;7.893333333;10.0;5.8;8.0;;Não avaliado;0;Fase 1 (3° e 4° ano);8.125;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Esforçados em risco emocional
RA-1048;2023;Aluno-1048;10;Fase 1;1H;Escola Privada;7.811366667;Ametista;Pré-ingresso;Pré-ingresso;8.2;9.5;8.5;3.77;8.5;5.0;7.5;8.8;;Não avaliado;-1;Fase 2 (5° e 6° ano);8.541666667;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Esforçados em risco emocional
RA-1048;2024;Aluno-1048;11;Fase 2;2A;Escola Privada;7.5198666666000005;Ametista;Pré-ingresso;Pré-ingresso;6.25;6.833333333500001;8.502;6.255;8.283333333;10.0;6.5;6.0;;Não avaliado;1;Fase 1 (3° e 4° ano);7.708333333;Não;-0.29150000039999924;-1.9499999999999993;-2.6666666664999994;0.002000000000000668;2.485;-0.8333333339999998;-0.21666666700000015;5.0;Recuo;Recuo;Recuo;Avanço;Avanço;Recuo;Recuo;Avanço;Alerta acadêmico (desfocados)
RA-1049;2023;Aluno-1049;10;Fase 1;1H;Escola Pública;7.443366667;Ametista;Pré-ingresso;Pré-ingresso;6.3;7.7;10.0;7.52;7.943333333;5.0;5.5;7.0;;Não avaliado;-1;Fase 2 (5° e 6° ano);8.125;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alto desempenho (estrelas resilientes)
RA-1049;2024;Aluno-1049;11;Fase 1;1J;Escola Pública;6.821885606;Ágata;Pré-ingresso;Pré-ingresso;4.5;8.03030303;9.502;7.51;6.745;5.0;4.0;5.0;;Não avaliado;-1;Fase 2 (5° e 6° ano);7.65625;Não;-0.6214810609999999;-1.7999999999999998;0.3303030300000005;-0.49799999999999933;-0.009999999999999787;-0.46875;-1.198333333;0.0;Recuo;Recuo;Avanço;Recuo;Recuo;Recuo;Recuo;Neutra;Alerta acadêmico (desfocados)
RA-105;2022;Aluno-105;17;Fase 4;A;Rede Decisão;6.846;Ágata;Ametista;Ametista;6.7;8.2;7.9;5.6;7.417;2.5;7.2;6.2;6.8;Não;-3;Fase 7 (3º EM);;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Esforçados em risco emocional
RA-1050;2023;Aluno-1050;11;Fase 1;1H;Escola Pública;7.764366667;Ametista;Pré-ingresso;Pré-ingresso;7.2;9.2;9.0;6.27;8.223333333;5.0;6.2;8.2;;Não avaliado;-1;Fase 2 (5° e 6° ano);8.125;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alto desempenho (estrelas resilientes)
RA-1051;2023;Aluno-1051;9;Fase 1;1H;Escola Pública;8.534866667;Topázio;Pré-ingresso;Pré-ingresso;8.4;8.9;8.5;6.27;8.613333333;10.0;7.0;9.8;;Não avaliado;0;Fase 1 (3° e 4° ano);8.75;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alto desempenho (estrelas resilientes)
RA-1052;2023;Aluno-1052;9;Fase 1;1H;Escola Pública;6.960333333;Ágata;Pré-ingresso;Pré-ingresso;5.3;9.0;0.0;7.52;7.833333333;10.0;5.0;5.5;;Não avaliado;0;Fase 1 (3° e 4° ano);7.916666667;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Crise de autopercepção (invisíveis)
RA-1052;2024;Aluno-1052;10;Fase 1;1J;Escola Pública;7.744032575800001;Ametista;Pré-ingresso;Pré-ingresso;8.25;9.128787879;5.834;6.26;8.4975;5.0;8.5;8.0;;Não avaliado;-1;Fase 2 (5° e 6° ano);8.59375;Sim;0.7836992428000009;2.95;0.12878787900000077;5.834;-1.2599999999999998;0.6770833329999997;0.6641666670000008;-5.0;Avanço;Avanço;Avanço;Avanço;Recuo;Avanço;Avanço;Recuo;Alto desempenho (estrelas resilientes)
RA-1053;2023;Aluno-1053;9;Fase 1;1J;Escola Pública;7.776166667;Ametista;Pré-ingresso;Pré-ingresso;8.6;9.1;0.0;6.27;8.616666667;10.0;7.8;9.3;;Não avaliado;0;Fase 1 (3° e 4° ano);8.958333333;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Crise de autopercepção (invisíveis)
RA-1054;2023;Aluno-1054;12;Fase 1;1J;Escola Pública;7.459533333;Ametista;Pré-ingresso;Pré-ingresso;6.6;8.6;8.5;7.52;7.836666667;5.0;5.0;8.2;;Não avaliado;-2;Fase 3 (7° e 8° ano);7.5;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alto desempenho (estrelas resilientes)
RA-1054;2024;Aluno-1054;13;Fase 2;2G;Escola Pública;6.985788509300001;Ágata;Pré-ingresso;Pré-ingresso;6.25;7.3291925465;9.502;7.51;6.75;5.0;6.0;6.5;;Não avaliado;-1;Fase 3 (7° e 8° ano);7.1875;Não;-0.4737448236999997;-0.34999999999999964;-1.2708074534999998;1.0020000000000007;-0.009999999999999787;-0.3125;-1.0866666670000003;0.0;Recuo;Recuo;Recuo;Avanço;Recuo;Recuo;Recuo;Neutra;Alerta acadêmico (desfocados)
RA-1055;2023;Aluno-1055;11;Fase 1;1J;Escola Pública;5.9765;Quartzo;Pré-ingresso;Pré-ingresso;5.5;7.2;0.0;7.52;7.276666667;5.0;6.0;5.0;;Não avaliado;-1;Fase 2 (5° e 6° ano);7.291666667;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Crise de autopercepção (invisíveis)
RA-1055;2024;Aluno-1055;12;Fase 1;1J;Escola Pública;6.403040909100001;Ágata;Pré-ingresso;Pré-ingresso;5.5;5.7954545455;10.002;7.51;5.87;5.0;4.0;7.0;;Não avaliado;-2;Fase 3 (7° e 8° ano);7.1875;Não;0.42654090910000164;0.0;-1.4045454545;10.002;-0.009999999999999787;-0.10416666700000032;-1.4066666669999996;0.0;Avanço;Neutra;Recuo;Avanço;Recuo;Recuo;Recuo;Neutra;Alerta acadêmico (desfocados)
RA-1056;2023;Aluno-1056;9;Fase 1;1K;Escola Pública;8.551741667;Topázio;Pré-ingresso;Pré-ingresso;8.1;9.6;8.5;7.52;8.113333333;10.0;7.8;8.3;;Não avaliado;0;Fase 1 (3° e 4° ano);7.96875;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alto desempenho (estrelas resilientes)
RA-1056;2024;Aluno-1056;10;Fase 1;1L;Escola Pública;8.192009523800001;Topázio;Pré-ingresso;Pré-ingresso;8.25;9.2857142855;8.502;7.51;8.335;5.0;8.5;8.0;;Não avaliado;-1;Fase 2 (5° e 6° ano);9.166666667;Não;-0.3597321431999987;0.15000000000000036;-0.3142857145000004;0.002000000000000668;-0.009999999999999787;1.1979166669999994;0.22166666700000093;-5.0;Recuo;Avanço;Recuo;Avanço;Recuo;Avanço;Avanço;Recuo;Alto desempenho (estrelas resilientes)
RA-1057;2023;Aluno-1057;9;Fase 1;1L;Escola Pública;8.4827;Topázio;Pré-ingresso;Pré-ingresso;6.3;10.0;10.0;7.52;8.34;10.0;6.5;6.0;;Não avaliado;0;Fase 1 (3° e 4° ano);8.125;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Alto desempenho (estrelas resilientes)
RA-1057;2024;Aluno-1057;10;Fase 1;1L;Escola Pública;8.2352;Topázio;Pré-ingresso;Pré-ingresso;8.0;10.0;10.002;6.26;8.17;5.0;8.0;8.0;;Não avaliado;-1;Fase 2 (5° e 6° ano);8.75;Não;-0.24749999999999872;1.7000000000000002;0.0;0.002000000000000668;-1.2599999999999998;0.625;-0.16999999999999993;-5.0;Recuo;Avanço;Neutra;Avanço;Recuo;Avanço;Recuo;Recuo;Alto desempenho (estrelas resilientes)
RA-1058;2023;Aluno-1058;9;Fase 1;1L;Escola Pública;7.356533333;Ametista;Pré-ingresso;Pré-ingresso;5.4;8.7;10.0;3.14;7.62;10.0;4.0;6.7;;Não avaliado;0;Fase 1 (3° e 4° ano);7.083333333;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Esforçados em risco emocional
RA-1058;2024;Aluno-1058;10;Fase 1;1K;Escola Pública;7.703347619;Ametista;Pré-ingresso;Pré-ingresso;7.75;8.095238095;9.168;6.88;8.085;5.0;7.5;8.0;;Não avaliado;-1;Fase 2 (5° e 6° ano);8.125;Não;0.34681428599999986;2.3499999999999996;-0.6047619050000002;-0.8320000000000007;3.7399999999999998;1.0416666670000003;0.46500000000000075;-5.0;Avanço;Avanço;Recuo;Recuo;Avanço;Avanço;Avanço;Recuo;Alto desempenho (estrelas resilientes)
RA-1059;2023;Aluno-1059;10;Fase 1;1M;Escola Pública;7.763741667;Ametista;Pré-ingresso;Pré-ingresso;7.6;9.8;10.0;2.52;8.673333333;5.0;6.2;9.0;;Não avaliado;-1;Fase 2 (5° e 6° ano);7.96875;Não;;;;;;;;;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Primeiro ano;Esforçados em risco emocional
RA-1059;2024;Aluno-1059;11;Fase 2;2M;Escola Pública;8.678450000000002;Topázio;Pré-ingresso;Pré-ingresso;7.5;10.0;8.002;6.26;9.23;10.0;7.5;7.5;;Não avaliado;0;Fase 2 (5° e 6° ano);9.0625;Sim;0.9147083330000019;-0.09999999999999964;0.1999999999999993;-1.9979999999999993;3.7399999999999998;1.09375;0.556666667;5.0;Avanço;Recuo;Avanço;Recuo;Avanço;Avanço;Avanço;Avanço;Alto desempenho (estrelas resilientes)
